,First Name,Last Name,About Author
1638,Hein,Kray,
1639,Norman,R. Augustine,"Norman Ralph ""Norm"" Augustine is a U.S. aerospace businessman who served as United States Under Secretary of the Army from 1975 to 1977. Augustine served as chairman and CEO of the Lockheed Martin Corporation. He was chairman of the Review of United States Human Space Flight Plans Committee.In 1983, Augustine was elected as a member into the National Academy of Engineering for imaginative blending of the skills of engineer, analyst, and manager to accomplish important aerospace engineering projects."
1640,Stacy,Magedanz,
1641,Frank,Sheed,"Francis Joseph Sheed was an Australian-born lawyer, Catholic writer, publisher, speaker, and lay theologian. He and his wife  Maisie Ward were famous in their day as the names behind the imprint Sheed & Ward and as forceful public lecturers in the Catholic Evidence Guild."
1642,John,H.S. Burleigh,"J. H. S. Burleigh was educated at the Universities of Edinburgh (M.A., B.D.), Strasbourg, and Oxford (B.Littl.). He also received an honorary degree of D.D. from the University of Aberdeen.He was a minister in the Church of Scotland at Fyvie, Aberdeenshire, and St. Enoch's, Dundee.He became the Regius Professor of Ecclesiastical History in the University of Edinburgh in 1931; and he served as Principal of New College, Edinburgh, Scotland, and Dean of the Faculty of Divinity, starting in 1956."
1643,Thomas,  Williams,
1644,Henry,Chadwick,
1645,Donald,X. Burt,"Donald X. Burt, OSA, PhD, was a member of the Augustinian Order. A professor emeritus in philosophy at Villanova University, Philadelphia, Pennsylvania, Father Burt has written thirteen books and numerous articles on the thought of  Augustine of Hippo, including Let Me Know Myself . . ., Let Me Know You . . ., and Reflections on a Dying Life published by Liturgical Press."
1646,John,Burnaby,"John Burnaby was an Anglican priest and Regius Professor of Divinity at the University of Cambridge. He was married to Dorothy Helen Burnaby, née Lock, the sister of  Robert Heath Lock. He is buried with his wife in the Parish of the Ascension Burial Ground in Cambridge."
1647,John,M. Rist,"John Michael Rist is a British scholar of ancient philosophy, classics, and early Christian philosophy and theology, known mainly for his contributions to the history of metaphysics and ethics. He is the author of monographs on  Plato,  Aristotle, the Stoics,  Epicurus,  Plotinus, the dating of the Gospels, and  Augustine of Hippo. Rist is Professor of Classics Emeritus at the University of Toronto and part-time Visiting Professor at the Institutum Patristicum Augustinianum in Rome, held the Father Kurt Pritzl, O.P., Chair in Philosophy at the Catholic University of America in Washington, D.C. (from 2011 to 2017), and is a life member of Clare Hall, Cambridge University. During his lengthy academic career he has been Regius Professor of Classics at the University of Aberdeen (1980-1983), Professor of Classics and Philosophy at the University of Toronto (1983–1996), and the Lady Davis Visiting Professor in Philosophy at the Hebrew University of Jerusalem (1995).His work focuses in the fields of ancient philosophy and historical theology."
1648,Anthony,Bourdain,"Anthony Michael Bourdain was an American celebrity chef, author, and travel documentarian. He starred in programs focusing on the exploration of international culture, cuisine, and the human condition.Bourdain was a 1978 graduate of The Culinary Institute of America and a veteran of many professional kitchens during his career, which included several years spent as an executive chef at Brasserie Les Halles, in Manhattan. He first became known for his bestselling book Kitchen Confidential: Adventures in the Culinary Underbelly (2000).Bourdain's first food and world-travel television show A Cook's Tour ran for 35 episodes on the Food Network in 2002 and 2003. In 2005, he began hosting the Travel Channel's culinary and cultural adventure programs Anthony Bourdain: No Reservations (2005–2012) and The Layover (2011–2013). In 2013, he began a three-season run as a judge on The Taste and consequently switched his travelogue programming to CNN to host Anthony Bourdain: Parts Unknown. Although best known for his culinary writings and television presentations, along with several books on food and cooking and travel adventures, Bourdain also wrote both fiction and historical nonfiction. "
1649,Walter,de la Mare,"Walter John de la Mare was an English poet, short story writer and novelist. He is probably best remembered for his works for children, for his poem ""The Listeners"", and for his psychological horror short fiction, including ""Seaton's Aunt"" and ""All Hallows"". In 1921, his novel Memoirs of a Midget won the James Tait Black Memorial Prize for fiction, and his post-war Collected Stories for Children won the 1947 Carnegie Medal for British children's books."
1650,Ovid,,"Publius Ovidius Naso (20 March 43 BC – AD 17/18), known in English as Ovid was a Roman poet who lived during the reign of Augustus. He was a younger contemporary of  Virgil and  Horatius, with whom he is often ranked as one of the three canonical poets of Latin literature. The Imperial scholar  Quintilian considered him the last of the Latin love elegists. Although Ovid enjoyed enormous popularity during his lifetime, the emperor Augustus exiled him to Tomis, the capital of the newly-organised province of Moesia, on the Black Sea, where he remained for the last nine or ten years of his life. Ovid himself attributed his banishment to a ""poem and a mistake"", but his reluctance to disclose specifics has resulted in much speculation among scholars.Ovid is most famous for the Metamorphoses, a continuous mythological narrative in fifteen books written in dactylic hexameters. He is also known for works in elegiac couplets such as Ars Amatoria (""The Art of Love"") and Fasti. His poetry was much imitated during Late Antiquity and the Middle Ages, and greatly influenced Western art and literature. The Metamorphoses remains one of the most important sources of classical mythology today."
1651,Allen,Mandelbaum," Allen Mandelbaum was an American professor of Italian literature, poet, and translator. A devout Jew, Mandelbaum is highly knowledgeable of Christianity.His translation of the Divine Comedy of Dante Alighieri appeared between 1980 and 1984 — published by The University of California Press and supported by the notable Dante scholar Irma Brandeis. He subsequently acted as general editor of the California Lectura Dantis, a collection of essays on the Comedy; two volumes, on the Inferno and Purgatoria, have been published.Mandelbaum received the National Book Award for his translation of Virgil's Aeneid, and is also the recipient of the Order of Merit from the Republic of Italy, the Premio Mondello, the Premio Leonardo, the Premio Biella, the Premio Lerici-Pea, the Premio Montale at the Montale Centenary in Rome, and the Circe-Sabaudia Award.In 2000, Mandelbaum traveled to Florence, Italy, for the 735th anniversary of Dante's birth, and was awarded the Gold Medal of Honor of the City of Florence, in honor of his translation of the Divine Comedy. In 2003, he was awarded The Presidential Prize for Translation from the President of Italy, and received Italy's highest award, the Presidential Cross of the Order of the Star of Italian Solidarity.Allen Mandelbaum died on Oct. 27 in Winston-Salem, N.C. He was 85. His son, Jonathan, said he died after a long illness."
1652,Rolfe,Humphries,
1653,David,Raeburn,
1654,Denis,Feeney,
1655,Richard,A. LaFleur,
1656,Charles, Martin,
1657,Phyllis,B. Katz,"Phyllis B. Katz is on the faculty of Dartmouth's Master of Arts in Liberal Studies program and was previously a senior lecturer in classics and a member of the Women's Studies Faculty at Dartmouth College. Katz received her BA from Wellesley College, her MA from the University of California, and her PhD from Columbia University. She has published numerous articles on classical and comparative literature, with recent papers on echoes of  Ovid's Tiresias in world literature."
1658,Charbra,Adams Jestin,
1659,William,Scovil Anderson,
1660,Jacob,E. Nyenhuis,
1661,Norma,W. Goldman,
1662,J.H.,Mozley,
1663,Madeleine,Forey,
1664,Arthur,Golding,
1665,Peter,  Green,"There is more than one author by this name in the database. Peter Morris Green was a British classical scholar and novelist noted for his works on the Greco-Persian Wars,  Alexander the Great and the Hellenistic Age of ancient history, generally regarded as spanning the era from the death of Alexander in 323 BC up to either the date of the Battle of Actium or the death of Augustus in 14 AD."
1666,Frank,Justus Miller,"Frank Justus Miller was a leading American classicist, translator, and university administrator in the late 19th and early 20th centuries. He authored the Loeb Classical Library translations of  Seneca and of  Ovid's Metamorphoses, and was president of the American Classical League for more than a decade, from 1922 to 1934.In addition, Miller served as Dean of the College of Arts and Sciences at the University of Chicago from 1911 to 1923, and was the first interim president of Shimer College in 1896–1897."
1667,Michael,Rossi,"Michael Rossi's new memoir, Off The Reservation: Stories I Almost Took to the Grave and Probably Should Have, is his debut book. Equal parts moving and shocking, these stranger than fiction stories are an honest account of an incredible life--not an incredibly good life, but an extremely unlikely one, and at times an utterly disastrous existence. Michael is the father of two wonderful children, and currently lives in St. Louis, Missouri with his girlfriend and her animals."
1668,Michael, Rossi,
1669,G.P.,Gould,
1670,A.L.,Wheeler,
1671,Michael,C.J. Putnam,"Michael Courtney Jenkins Putnam is an American classicist specializing in Latin literature, but has also studied literature written in many other languages. Putnam has been particularly influential in his publications concerning  Virgil‘s ‘’Aeneid‘’. He is the son of politician and businessman Roger Putnam. Putnam received his B.A., M.A., and Ph. D. from Harvard. After receiving his Ph.D. in 1959 he taught at Smith College for a year. He then moved on to teach at Brown University and served as W. Duncan MacMillan II Professor of Classics and a professor of comparative literature for 48 years before retiring in 2008. He was awarded the 1963 Rome Prize, and was later a Resident (1970) and Mellon Professor in Charge of the Classical School (1989-91). He was elected to the American Academy of Arts and Sciences in 1996 and the American Philosophical Society in 1998.He served as sole trustee of Lowell Observatory from 1967 to 1987. Asteroid 2557 Putnam was named in his and his father’s honor. The official naming citation was published by the Minor Planet Center on 8 April 1982 (M.P.C. 6835)."
1672,Robert,Sklar,
1673,Maffeo,Vegio,"Maffeo Vegio (1407–1458) was an Italian poet who wrote in Latin; he is regarded by many as the finest Latin poet of the fifteenth century.Born near Lodi, he studied at the University of Pavia, and went on to write some fifty works of both prose and poetry.His greatest reputation came as the writer of brief epics, the most famous of which was his continuation of  Virgil's Aeneid, known variously as the Supplementum (Supplement) or Aeneidos Liber XIII (Book 13 of the Aeneid). Completed in 1428, this 600-line poem starts immediately after the end of Virgil's epic, and describes Aeneas's marriage to Lavinia and his eventual deification. Its combination of classical learning and piety made it very popular in its day; it was often included in editions of the Aeneid in the fifteenth and sixteenth centuries. An electronic text can be found at the Latin Library.Vegio also wrote an epic, Astyanax (1430), on the death of the son of Hector, prince of Troy, and a four-book epic, Vellus Aureum (the Golden Fleece) (1431). During 1436–37 he completed his epic on the life of the Christian  Anthony the Great, the Antoniad.  Michael C.J. Putnam edited and translated Vegio's Short Epics for the I Tatti Renaissance Library (Harvard University Press).Vegio flattered his way into the papal court, and was made canon of St. Peter's Basilica in 1443; it was an office he held until his death in 1458.Some of Vegio's poems were later set as motets by renaissance composers – an example being Huc me sidereo, set by  Josquin des Prez,  Jacobus Vaet,  Orlando Di Lasso and the first motet of  Adrian Willaert's 1559 Musica Nova collection."
1674,James,Hankins,
1675,Jan,M. Ziolkowski,"Jan Ziolkowski occupies the Arthur Kingsley Porter Professorship of Medieval Latin at Harvard University. From 2007 to 2020 he served as Director of the Dumbarton Oaks Research Library and Collection. His scholarship has focused on the literature, especially in Latin, of the Middle Ages.In the United States, he was elected a Member of the Medieval Academy of America in 2008, the American Academy of Arts and Sciences in 2010, and the American Philosophical Society in 2017. Abroad, he was appointed a corresponding member of the Austrian Academy of Sciences in 2006 and of the Academia Europaea in 2015. In 2015 he was awarded an Austrian Decoration for Science and Art, the Austrian Cross of Honor for Science and Art, First Class.He held a National Endowment for the Humanities Summer Stipend in 1983, an American Council for Learned Societies Fellowship in 1986, and a John Simon Guggenheim Fellowship in 1987–1988. In 2005-2006 he was a fellow-in-residence at the Netherlands Institute for Advanced Study. Since becoming U.S. representative to the International Medieval Latin Committee in 1988, he has served as vice president from 1993 to 1999 and as president from 2000."
1676,Michael,L. Radelet,"Michael L. Radelet is a sociologist at the University of Colorado Boulder. He is a professor in, and chairs, the Department of Sociology at the university. In his research, Radelet focuses on his interests in criminology, deviance, capital punishment, societal reaction to crime, racial disparities in death sentencing and crime victims. Radelet has taught courses covering introductory sociology, criminology for both undergraduate and graduate levels, capital punishment for both undergraduate and graduate levels, sociology of mental health and illness for both undergraduate and graduate levels, graduate seminar on health professions, social and ethical issues in medical practice, human development, statistics, and social problems. He is the author of the book Facing the Death Penalty that was published in 1989, in which he describes the realities of capital punishment to those condemned."
1677,Hugo,Adam Bedau,
1678,Constance,E. Putnam,"Constance Putnam is a non-fiction writer with wide-ranging experience in journalism; she has also written (and co-authored) books and currently spends most of her time writing on medical history. The biography of Dartmouth Medical School's founder Nathan Smith (Improve, Perfect, and Perpetuate: Dr. Nathan Smith and Early American Medical Education [University Press of New England, 1998], of which she is a co-author, has been called ""a good read"" by one medical historian and ""one of the best medical biographies I have read"" by another. With interests that encompass far more than medical history, she has published a sizable body of work in other fields of history as well as on issues pertaining to social justice. Included are articles on architectural history, medical ethics, death and dying, community service, capital punishment, and the challenges of providing adequate low-income housing in the United States and abroad. She is a native New Englander, having been born and raised in New Hampshire; for the past two decades and more she has lived in Massachusetts, in a house where she and her husband pursue their independent and joint writing projects in back-to-back studies."
1679,Gary,P. Brinson,"Gary P. Brinson is a former investor and money manager. He is the founder of Brinson Partners a Chicago-based asset management firm acquired in 1994 by Swiss Bank Corporation, the predecessor of UBS, and Adams Street Partners. Prior to retiring in 2000, Brinson would run the asset management division of Swiss Bank Corporation and later UBS Global Asset Management.He is the co-author of two books on global investing and has authored numerous articles on an array of investment topics. Brinson has been called one of the investment field's ""Living Legends"" alongside investors such as George Russell, Jr.,  Warren Buffett, and  Bill Gross."
1680,Charles,D. Ellis,
1681,Richard,M. Ennis,
1682,Alice,W. Handy,
1683,Patrick, O&apos;Donnell,
1684,Michael,J. Phillips,
1685,Bluford,H. Putnam,
1686,William,F. Quinn,
1687,Norton,Reamer,
1688,Langdon,B. Wheeler,
1689,David,Herbert Donald,"Majoring in history and sociology, Donald earned his bachelor degree from Millsaps College in Jackson, Mississippi. He earned his PhD in 1946 under the eminent, leading Lincoln scholar, James G. Randall at the University of Illinois. Randall as a mentor had a big influence on Donald's life and career, and encouraged his protégé to write his dissertation on Lincoln's law partner, William Herndon. The dissertation eventually became his first book, Lincoln's Herndon, published in 1948. After graduating, he taught at Columbia University, Johns Hopkins and, from 1973, Harvard University. He also taught at Smith College, the University of North Wales, Princeton University, University College London and served as Harmsworth Professor of American History at Oxford University. At Johns Hopkins, Columbia, and Harvard he trained dozens of graduate students including Jean H. Baker, William J. Cooper, Jr., Michael Holt, Irwin Unger, and Ari Hoogenboom. He received the Pulitzer Prize twice (1961 and 1988), several honorary degrees, and served as president of the Southern Historical Association. Donald also served on the editorial board for the Papers of Abraham Lincoln. David H. Donald was the Charles Warren Professor of American History (emeritus from 1991) at Harvard University. He wrote over thirty books, including well received biographies of Abraham Lincoln, Thomas Wolfe and Charles Sumner. He specialized in the Civil War and Reconstruction periods, and in the history of the South."
1690,Charles,D. Hepler,
1691,Richard,Segal,
1692,Gian,Biagio Conte,
1693,George,O. Head,
1694,Charles,A. Pietra,
1695,Kenneth,J. Segal,
1696,Colleen,Segal,
1697,Richard,M. Martin,"Professor Richard Martin obtained his Ph.D. in physics from the University of Chicago in 1969, after earning a S.B. in engineering physics from the University of Tennessee, Knoxville, in 1964. He worked as a member of the technical staff at Bell Labs (1969-71) and then as a principal scientist at the Xerox Palo Alto Research Center and a consulting professor at Stanford University. He joined the physics faculty at the University of Illinois in 1988. In 2007 he retired from the University of Illinois. He now lives in Palo Alto, CA and is a consulting professor in the Department of Applied Physics at Stanford.A distinguished theorist who has made seminal contributions to our understanding of the electronic properties of solids, Professor Martin has used complicated formal analyses, novel computational techniques, phenomenological analyses, and the interpretation of experiments to elucidate the electronic structure of complex materials."
1698,Richard,Martin Stern,"Richard Martin Stern was an American novelist. Stern began his writing career in the 1950s with mystery tales of private investigators, winning a 1959 Edgar Award for Best First Novel, for The Bright Road to Fear.He was most notable for his 1973 novel The Tower, in which a fire engulfs a new metal-and-glass frame skyrise. Stern was inspired to write the novel by the construction of the World Trade Center in New York City. Warner Brothers bought the rights to the novel shortly after its publication for roughly $400,000, and Stern's book, in combination with the novel The Glass Inferno by  Thomas N. Scortia and  Frank M. Robinson, was the basis for the movie The Towering Inferno, produced by  Irwin Allen and directed by  John Guillermin and featuring an all-star cast. The film, shot with a $14 million budget, earned more than $100 million at the American box office.Stern was known mainly for his mysteries and disaster-related suspense. He died on October 31, 2001, after prolonged illness. He was 86."
1699,Richard,Johnsonbaugh,"Richard F. Johnsonbaugh is an American mathematician and computer scientist. His interests include discrete mathematics and the history of mathematics. He is the author of several textbooks.Johnsonbaugh earned a bachelor's degree in mathematics from Yale University, and then moved to the University of Oregon for graduate study. He completed his Ph.D. at Oregon in 1969. His dissertation, I. Classical Fundamental Groups and Covering Space Theory in the Setting of Cartan and Chevalley; II. Spaces and Algebras of Vector-Valued Differentiable Functions, was supervised by  Bertram Yood. He also has a second master's degree in computer science from the University of Illinois at Chicago.He is currently professor emeritus at De Paul University."
1700,Martin,Kalin,
1701,Richard,J. Martin,"Richard J. Martin, MD is Chief of the Center for Neonatology at Rainbow Babies and Children’s Hospital and Professor of Pediatrics, Reproductive Biology, and Physiology and Biophysics at Case Western Reserve University’s School of Medicine. His main area of expertise is developmental respiratory neurobiology, concentrating on neonatal respiratory problems.Dr. Martin has published more than 100 articles in peer-reviewed health journals and is frequently invited to lecture internationally to both scientific and clinical audiences. He is a member of the editorial board of the Journal of Applied Physiology by the American Physiological Society and is a permanent member of the HD-Study Section of the National Institutes of Health. He is an author of Fanaroff and Martin’s Neonatal-Perinatal Medicine: Diseases of the Fetus and Infant, 9th Edition.- From Elsevier Authors "
1702,Avroy,A. Fanaroff,"Avroy A. Fanaroff, MD was the Gertrude Lee Chandler Tucker Professor and Chair of the Department of Pediatrics and Reproductive Biology at Case Western Reserve University School of Medicine. He also served as the Director of Neonatology and physician in chief at Rainbow Babies and Children’s Hospital in Cleveland. He is currently Emeritus Professor Case Western Reserve University, and Eliza Henry barnes Chair of Neonatology. He is globally acknowledged as an international authority in the field of neonatology, and has contributed greatly to literature in the area of neonatal medicine, with particular focus on pulmonology, nutrition, and sepsis. He is co-editor of Fanaroff and Martin’s Neonatal-Perinatal Medicine, 9th Edition and Klaus and Fanaroff’s Care of the High-Risk Neonate, 6th Edition.Dr. Fanaroff has been recognized for his contributions to the field with numerous honors and awards, including the Apgar Award, the Professional Education Award and the National Neonataology Education Award from the American Academy of Pediatrics, and has been honored with an honorary fellowship from the Royal College of Pediatrics and Child Health in London and honorary doctorates from the University of the Witwatersrand (his alma mater) and the University of Turku, Finland.- from Elsevier Authors"
1703,Michele,C. Walsh,"Michele C. Walsh, MD, MS serves as Professor of Pediatrics at Case Western Reserve University School of Medicine and is Chief of Neonatology and the Briggs Endowed Chair in Neonatology holder at Rainbow Babies and Children’s Hospital in Cleveland, Ohio. Specializing in neonatal and perinatal medicine, Dr. Walsh has authored extensively in peer reviewed journals. She is an editor of the ninth edition of Fanaroff and Martin’s Neonatal-Perinatal Medicine.Upon completing her MD at Case Western Reserve University School of Medicine, Dr. Walsh went on to complete her internship and residency in pediatrics and a fellowship in neonatal-perinatal medicine at the University Hospitals of Cleveland. She is certified by the American Board of Pediatrics.- From Elsevier Authors"
1704,Shevawn,Lynam,
1705,Richard,P. Martin,
1706,Janet,Benge,"Janet and Geoff Benge are a husband and wife writing team with twenty years of writing experience. They are best known for the books in the two series Christian Heroes: Then & Now series and Heroes of History. Janet is a former elementary school teacher. Geoff holds a degree in history. Together they have a passion to make history come alive for a new generation. Originally from New Zealand, the Benges make their home in the Orlando, Florida, area."
1707,Geoff,Benge,"Geoff and  Janet Benge are a husband and wife writing team with twenty years of writing experience. Janet is a former elementary school teacher. Geoff holds a degree in history. Together they have a passion to make history come alive for a new generation. They are best known for their Heroes of History series and their Christian Heroes Then and Now series. Originally from New Zealand, the Benges make their home in the Orlando, Florida, area."
1708,Robyn,Arianrhod,"Robyn Arianrhod is an Australian science writer historian of science known for her works on the predecessors to  Albert Einstein, on  Émilie du Châtelet and  Mary Somerville, and on  Thomas Harriot."
1709,Narayan,Gangopadhyay,"Noted litterateur and renowned professor/academician, Narayan Gangopadhyay (Bengali: নারায়ণ গঙ্গোপাধ্যায়) (real name: Taraknath) was born in Baliadanga in Dinajpur, East Bengal, on February 7, 1919. His ancestral home was in Basudebpur, Barishal. In 1941, he stood first class first in M.A. in Bengali from Calcutta University and later went on to earn his D.Phil for his research in the field of short stories in Bengali literature. He taught at the City College and later at the Calcutta University. His first brush with writing came during his student years, when he tried his hand at poetry. Later he made his mark as a writer of short stories, novels and plays and also emerged as a critic and journalist. In the early 1940s he wrote a three-part novel called Upanibesh. He also regularly contributed to Shonibarer Chithi and was felicitated by Basumati the famous literary magazine. In his later years, he wrote biting satire on the prevalent social and political issues for Desh under the pseudonym Sunando. Among his famous works are Bitangsho, Surjasarathi, Timirtirtha, Alor Sarani, Ek-tala, Rammohan (play), Chhotogalpo Bichitra, Padasanchar, Samrat O Sreshthi, Ankush, Sahityo O Sahityik, Bangla Galpobichitra, Chhotogalper Seemarekha and Rabindranath. Two of his plays, Bhadate Chai and Agantuk, which were enacted by writers, were highly acclaimed. Narayan Gangopadhyay is also the creator of 
Tenida and his adventures
—which remain till date most popular among children's literature."
1710,Taraknath,Ganguli,
1711,Swati,Bhattacharjee,
1712,Victor,L. Cahn,"Victor L. Cahn has written numerous plays, including several produced Off-Broadway as well as regionally: Roses in December;Embraceable Me; Fit to Kill (all published by Samuel French); Dally with the Devil; Getting the Business; Sheepskin/Bottom of the Ninth; and Sherlock Solo (a one-man show that he performs). He has also taken leading roles in plays by  William Shakespeare,  Harold Pinter,  Noël Coward,  Neil Simon,  A.R. Gurney, and  Frederick Knott.. He is Professor of English at Skidmore College and author of five books on Shakespeare; critical volumes on  Tom Stoppard and Harold Pinter; Conquering College: A Guide for Undergraduates; the memoir Classroom Virtuoso; Polishing Your Prose (with  Steven M. Cahn); and two novels, Romantic Trapezoid and Sound Bites. His articles and reviews have appeared in such varied publications as The New York Times, The Literary Review; Modern Drama; The Chronicle of Higher Education; and Variety. He is a member of the Dramatists Guild, Inc."
1713,Laura,Elizabeth Niesen de Abruna,
1714,Gregory,Nagy,"Gregory Nagy is an American professor of Classics at Harvard University, specializing in  Homer and archaic Greek poetry. Nagy is known for extending  Milman Parry and  Albert Bates Lord's theories about the oral composition-in-performance of the Iliad and Odyssey."
1715,Robin,Woodard,
1716,Susan, Cook,
1717,Nicole,Loraux,
1718,Laura,M. Slatkin,
1719,Arthur,Goldhammer,
1720,Ramona,Naddaff,
1721,Richard,Leo Enos,
1722,Amos,Pinchot,
1723,Helene,M. Hooker,
1724,Richard,Enos,
1725,Stephen,Southern,
1726,John,E. Holman,
1727,Marnie,E. Carroll,
1728,James,A. Traficant,
1729,Brian,Eno,"Brian Peter George Eno, also mononymously known as Eno, is an English musician, songwriter, record producer and visual artist. He is best known for his pioneering contributions to ambient music and electronica, and for producing, recording, and writing works in rock and pop music. A self-described ""non-musician"", Eno has helped introduce unconventional concepts and approaches to contemporary music. He has been described as one of popular music's most influential and innovative figures. In 2019, he was inducted into the Rock and Roll Hall of Fame as a member of  Roxy Music."
1730,John,Le Carré,"John le Carré, the pseudonym of David John Moore Cornwell (born 19 October 1931 in Poole, Dorset, England), was an English author of espionage novels. Le Carré had resided in St Buryan, Cornwall, Great Britain, for more than 40 years, where he owned a mile of cliff close to Land's End."
1731,Harold,Pinter,"Harold Pinter was a British playwright, screenwriter, director and actor. A Nobel Prize winner, Pinter was one of the most influential modern British dramatists with a writing career that spanned more than 50 years. His best-known plays include The Birthday Party (1957), The Homecoming (1964) and Betrayal (1978), each of which he adapted for the screen. His screenplay adaptations of others' works include The Servant (1963), The Go-Between (1971), The French Lieutenant's Woman (1981), The Trial (1993) and Sleuth (2007). He also directed or acted in radio, stage, television and film productions of his own and others' works."
1732,Michel,Faber,"Michel Faber (born 13 April 1960) is a Dutch writer of English-language fiction.Faber was born in The Hague, The Netherlands. He and his parents emigrated to Australia in 1967. He attended primary and secondary school in the Melbourne suburbs of Boronia and Bayswater, then attended the University of Melbourne, studying Dutch, philosophy, rhetoric, English language (a course involving translation and criticism of Anglo-Saxon and Middle English texts) and English literature. He graduated in 1980. He worked as a cleaner and at various other casual jobs, before training as a nurse at Marrickville and Western Suburbs hospitals in Sydney. He nursed until the mid-1990s. In 1993 he, his second wife and family emigrated to Scotland, where they still reside."
1733,Haifa,Zangana,
1734,Richard,Strauss,"Richard Georg Strauss was a German composer and conductor best known for his tone poems and operas. Considered a leading composer of the late Romantic and early modern eras, he has been described as a successor of  Richard Wagner and  Franz Liszt. Along with  Gustav Mahler, he represents the late flowering of German Romanticism, in which pioneering subtleties of orchestration are combined with an advanced harmonic style."
1735,Nicholas,John,
1736,Daniel,Pinchbeck,
1737,Dan,Carpenter,"Dan Carpenter (1963-2005) took 13 high-dose, closed-eye trips using DXM between January 2003 and July 2004, which he has documented in the book A Psychonaut's Guide to the Invisible Landscape."
1738,Jeff,Koons,"Jeffrey Lynn Koons is an American artist recognized for his work dealing with popular culture and his sculptures depicting everyday objects, including balloon animals produced in stainless steel with mirror-finish surfaces. He lives and works in both New York City and his hometown of York, Pennsylvania. His works have sold for substantial sums, including at least two record auction prices for a work by a living artist: US$58.4 million for Balloon Dog (Orange) in 2013 and US$91.1 million for Rabbit in 2019.Critics come sharply divided in their views of Koons. Some view his work as pioneering and of major art-historical importance. Others dismiss his work as kitsch, crass, and based on cynical self-merchandising. Koons has stated that there are no hidden meanings or critiques in his works."
1739,Andy,Warhol,"Andy Warhol was an American visual artist, film director and producer. A leading figure in the pop art movement, Warhol is considered one of the most important American artists of the second half of the 20th century. His works explore the relationship between artistic expression, advertising, and celebrity culture that flourished by the 1960s, and span a variety of media, including painting, silkscreening, photography, film, and sculpture. Some of his best-known works include the silkscreen paintings Campbell's Soup Cans (1962) and Marilyn Diptych (1962), the experimental films Empire (1964) and Chelsea Girls (1966), and the multimedia events known as the Exploding Plastic Inevitable (1966–67)."
1740,Véronique,Marion Fóti,
1741,Rita,Shenton,
1742,Philip,Cleife,
1743,Joanna,Yas,"Joanna Yas was the editor of Open City Magazine & Books for over a decade. She is editor-in-chief of Washington Square Review and executive editor of West 10th, and is on the editorial board of The Literary Review. She previously held positions at Ploughshares , Grand Street, and Zoetrope: All-Story. She is a co-founder of Editrixie, an editorial services company, and co-editor of the anthology They're at It Again: Twenty Years of Open City. Joanna is Readings & Special Programs Manager at the NYU Creative Writing Program, where she teaches, co-curates the reading series, and directs Writers in New York, the summer writing program. "
1744,Lewis,Cole,
1745,Sam,Brumbaugh,
1746,Heather,Lorimer,
1747,Maddox,Ford,
1748,Jon,Ronson,
1749,Sean,Mangan,"Sean Mangan was born in England, raised in Canada and brought to Australia by accident. He is a singer, musician, songwriter and author. Books narrated for include John Birmingham's Dave Hooper Trilogy, Greig Beck’s The Void and The Abyss as well as many of Matthew Reilly's blockbuster titles, such as Area 7, Scarecrow and the Army of Thieves and The Great Zoo of China. He has narrated close to 100 audiobooks and brings intensity and excitement to his readings."
1750,John,M. Slatin,
1751,Sharron,Rush,
1752,Jakob,Nielsen,"Jakob Nielsen is a leading web usability consultant. He holds a Ph.D. in human-computer interaction from the Technical University of Denmark in Copenhagen. He is also the principal of the Nielsen Norman Group which he co-founded with Dr. Donald A. Norman (former VP of research at Apple Computer). Before starting NNG in 1998 he was a Sun Microsystems Distinguished Engineer. Nielsen founded the ""discount usability engineering"" movement for fast and cheap improvements of user interfaces and has invented several usability methods, including heuristic evaluation. He holds 79 United States patents, mainly on ways of making the Web easier to use.Nielsen has also given his five quality components of Usability Goals, which are: Learnability, Efficiency, Memorability, Errors (as in low error rate), Satisfaction."
1753,Ted,O&apos;Hare,
1754,Lynn,M. Stone,
1755,Josepha,Sherman,
1756,Jeff,Yesh,
1757,Kate,Graham,
1758,Sam, Brown,
1759,Joe,Rhatigan,"Joe Rhatigan has authored more than fifteen books for children and adults, including Don't Unravel When You Travel and Out-of-This-World Astronomy. He has also produced several best-selling books and series, including 101 Places You Gotta See Before You're 12!, The Boo Boo Book, and the My Very Favorite Art Book series. Joe has been a poet, a teacher, a marketing manager, and a newspaper boy. He lives in Asheville, North Carolina, with his wife and three children"
1760,Rain,Newcomb,
